Year,Month,City,Therapy Area,Units Sold,Price per Unit,Revenue
2023,Sep,Indore,Gastrointestinal,2726,₹95,"₹258,970"
2023,Sep,Indore,Anti-infective,2144,₹80,"₹171,520"
2023,Sep,Indore,Pain Management,3726,₹60,"₹223,560"
2023,Sep,Surat,Diabetes,2445,₹120,"₹293,400"
2023,Sep,Surat,Cardiology,6470,₹150,"₹970,500"
2023,Sep,Surat,Respiratory,4543,₹110,"₹499,730"
2023,Sep,Surat,Gastrointestinal,5883,₹95,"₹558,885"
2023,Sep,Surat,Anti-infective,3116,₹80,"₹249,280"
2023,Sep,Surat,Pain Management,6381,₹60,"₹382,860"
2023,Sep,Nagpur,Diabetes,2548,₹120,"₹305,760"
2023,Sep,Nagpur,Cardiology,1500,₹150,"₹225,000"
2023,Sep,Nagpur,Respiratory,6346,₹110,"₹698,060"
2023,Sep,Nagpur,Gastrointestinal,3589,₹95,"₹340,955"
2023,Sep,Nagpur,Anti-infective,6719,₹80,"₹537,520"
2023,Sep,Nagpur,Pain Management,3298,₹60,"₹197,880"
2023,Sep,Kochi,Diabetes,4982,₹120,"₹597,840"
2023,Sep,Kochi,Cardiology,5689,₹150,"₹853,350"
2023,Sep,Kochi,Respiratory,6239,₹110,"₹686,290"
2023,Sep,Kochi,Gastrointestinal,2496,₹95,"₹237,120"
2023,Sep,Kochi,Anti-infective,2378,₹80,"₹190,240"
2023,Sep,Kochi,Pain Management,5268,₹60,"₹316,080"
2023,Oct,Mumbai,Diabetes,8000,₹120,"₹960,000"
2023,Oct,Mumbai,Cardiology,7289,₹150,"₹1,093,350"
2023,Oct,Mumbai,Respiratory,7564,₹110,"₹832,040"
2023,Oct,Mumbai,Gastrointestinal,8000,₹95,"₹760,000"
2023,Oct,Mumbai,Anti-infective,6329,₹80,"₹506,320"
2023,Oct,Mumbai,Pain Management,3341,₹60,"₹200,460"
2023,Oct,Delhi,Diabetes,6973,₹120,"₹836,760"
2023,Oct,Delhi,Cardiology,8000,₹150,"₹1,200,000"
2023,Oct,Delhi,Respiratory,3325,₹110,"₹365,750"
2023,Oct,Delhi,Gastrointestinal,4392,₹95,"₹417,240"
2023,Oct,Delhi,Anti-infective,3865,₹80,"₹309,200"
2023,Oct,Delhi,Pain Management,7889,₹60,"₹473,340"
2023,Oct,Bangalore,Diabetes,5378,₹120,"₹645,360"
2023,Oct,Bangalore,Cardiology,4577,₹150,"₹686,550"
2023,Oct,Bangalore,Respiratory,2015,₹110,"₹221,650"
2023,Oct,Bangalore,Gastrointestinal,4712,₹95,"₹447,640"
2023,Oct,Bangalore,Anti-infective,6016,₹80,"₹481,280"
2023,Oct,Bangalore,Pain Management,4443,₹60,"₹266,580"
2023,Oct,Hyderabad,Diabetes,6407,₹120,"₹768,840"
2023,Oct,Hyderabad,Cardiology,8000,₹150,"₹1,200,000"
2023,Oct,Hyderabad,Respiratory,4579,₹110,"₹503,690"
2023,Oct,Hyderabad,Gastrointestinal,5216,₹95,"₹495,520"
2023,Oct,Hyderabad,Anti-infective,4934,₹80,"₹394,720"
2023,Oct,Hyderabad,Pain Management,7788,₹60,"₹467,280"
2023,Oct,Chennai,Diabetes,8000,₹120,"₹960,000"
2023,Oct,Chennai,Cardiology,7357,₹150,"₹1,103,550"
2023,Oct,Chennai,Respiratory,1892,₹110,"₹208,120"
2023,Oct,Chennai,Gastrointestinal,4326,₹95,"₹410,970"
2023,Oct,Chennai,Anti-infective,8000,₹80,"₹640,000"
2023,Oct,Chennai,Pain Management,5280,₹60,"₹316,800"
2023,Oct,Kolkata,Diabetes,8000,₹120,"₹960,000"
2023,Oct,Kolkata,Cardiology,3895,₹150,"₹584,250"
2023,Oct,Kolkata,Respiratory,2277,₹110,"₹250,470"
2023,Oct,Kolkata,Gastrointestinal,7903,₹95,"₹750,785"
2023,Oct,Kolkata,Anti-infective,2798,₹80,"₹223,840"
2023,Oct,Kolkata,Pain Management,6023,₹60,"₹361,380"
2023,Oct,Pune,Diabetes,4334,₹120,"₹520,080"
2023,Oct,Pune,Cardiology,3032,₹150,"₹454,800"
2023,Oct,Pune,Respiratory,5206,₹110,"₹572,660"
2023,Oct,Pune,Gastrointestinal,7689,₹95,"₹730,455"
2023,Oct,Pune,Anti-infective,6065,₹80,"₹485,200"
2023,Oct,Pune,Pain Management,7844,₹60,"₹470,640"
2023,Oct,Ahmedabad,Diabetes,8000,₹120,"₹960,000"
2023,Oct,Ahmedabad,Cardiology,4152,₹150,"₹622,800"
2023,Oct,Ahmedabad,Respiratory,7340,₹110,"₹807,400"
2023,Oct,Ahmedabad,Gastrointestinal,2524,₹95,"₹239,780"
2023,Oct,Ahmedabad,Anti-infective,6907,₹80,"₹552,560"
2023,Oct,Ahmedabad,Pain Management,4017,₹60,"₹241,020"
2023,Oct,Jaipur,Diabetes,4383,₹120,"₹525,960"
2023,Oct,Jaipur,Cardiology,6352,₹150,"₹952,800"
2023,Oct,Jaipur,Respiratory,3216,₹110,"₹353,760"
2023,Oct,Jaipur,Gastrointestinal,3202,₹95,"₹304,190"
2023,Oct,Jaipur,Anti-infective,2521,₹80,"₹201,680"
2023,Oct,Jaipur,Pain Management,5265,₹60,"₹315,900"
2023,Oct,Lucknow,Diabetes,2617,₹120,"₹314,040"
2023,Oct,Lucknow,Cardiology,4967,₹150,"₹745,050"
2023,Oct,Lucknow,Respiratory,7246,₹110,"₹797,060"
2023,Oct,Lucknow,Gastrointestinal,6141,₹95,"₹583,395"
2023,Oct,Lucknow,Anti-infective,4333,₹80,"₹346,640"
2023,Oct,Lucknow,Pain Management,4662,₹60,"₹279,720"
2023,Oct,Chandigarh,Diabetes,6655,₹120,"₹798,600"
2023,Oct,Chandigarh,Cardiology,5507,₹150,"₹826,050"
2023,Oct,Chandigarh,Respiratory,4917,₹110,"₹540,870"
2023,Oct,Chandigarh,Gastrointestinal,7072,₹95,"₹671,840"
2023,Oct,Chandigarh,Anti-infective,5418,₹80,"₹433,440"
2023,Oct,Chandigarh,Pain Management,6370,₹60,"₹382,200"
2023,Oct,Indore,Diabetes,2912,₹120,"₹349,440"
2023,Oct,Indore,Cardiology,6855,₹150,"₹1,028,250"
2023,Oct,Indore,Respiratory,3123,₹110,"₹343,530"
2023,Oct,Indore,Gastrointestinal,6263,₹95,"₹594,985"
2023,Oct,Indore,Anti-infective,6803,₹80,"₹544,240"
2023,Oct,Indore,Pain Management,5650,₹60,"₹339,000"
2023,Oct,Surat,Diabetes,6868,₹120,"₹824,160"
2023,Oct,Surat,Cardiology,1874,₹150,"₹281,100"
2023,Oct,Surat,Respiratory,5014,₹110,"₹551,540"
2023,Oct,Surat,Gastrointestinal,4457,₹95,"₹423,415"
2023,Oct,Surat,Anti-infective,5033,₹80,"₹402,640"
2023,Oct,Surat,Pain Management,6276,₹60,"₹376,560"
2023,Oct,Nagpur,Diabetes,3759,₹120,"₹451,080"
2023,Oct,Nagpur,Cardiology,1801,₹150,"₹270,150"
2023,Oct,Nagpur,Respiratory,5156,₹110,"₹567,160"
2023,Oct,Nagpur,Gastrointestinal,2037,₹95,"₹193,515"
2023,Oct,Nagpur,Anti-infective,1689,₹80,"₹135,120"
2023,Oct,Nagpur,Pain Management,5042,₹60,"₹302,520"
2023,Oct,Kochi,Diabetes,4568,₹120,"₹548,160"
2023,Oct,Kochi,Cardiology,2556,₹150,"₹383,400"
2023,Oct,Kochi,Respiratory,5014,₹110,"₹551,540"
2023,Oct,Kochi,Gastrointestinal,4775,₹95,"₹453,625"
2023,Oct,Kochi,Anti-infective,2208,₹80,"₹176,640"
2023,Oct,Kochi,Pain Management,2306,₹60,"₹138,360"
2023,Nov,Mumbai,Diabetes,6330,₹120,"₹759,600"
2023,Nov,Mumbai,Cardiology,8000,₹150,"₹1,200,000"
2023,Nov,Mumbai,Respiratory,7739,₹110,"₹851,290"
2023,Nov,Mumbai,Gastrointestinal,3707,₹95,"₹352,165"
2023,Nov,Mumbai,Anti-infective,8000,₹80,"₹640,000"
2023,Nov,Mumbai,Pain Management,4811,₹60,"₹288,660"
2023,Nov,Delhi,Diabetes,8000,₹120,"₹960,000"
2023,Nov,Delhi,Cardiology,8000,₹150,"₹1,200,000"
2023,Nov,Delhi,Respiratory,8000,₹110,"₹880,000"
2023,Nov,Delhi,Gastrointestinal,3271,₹95,"₹310,745"
2023,Nov,Delhi,Anti-infective,8000,₹80,"₹640,000"
2023,Nov,Delhi,Pain Management,7507,₹60,"₹450,420"
2023,Nov,Bangalore,Diabetes,2533,₹120,"₹303,960"
2023,Nov,Bangalore,Cardiology,6757,₹150,"₹1,013,550"
2023,Nov,Bangalore,Respiratory,3343,₹110,"₹367,730"
2023,Nov,Bangalore,Gastrointestinal,7392,₹95,"₹702,240"
2023,Nov,Bangalore,Anti-infective,6354,₹80,"₹508,320"
2023,Nov,Bangalore,Pain Management,6793,₹60,"₹407,580"
2023,Nov,Hyderabad,Diabetes,7599,₹120,"₹911,880"
2023,Nov,Hyderabad,Cardiology,2449,₹150,"₹367,350"
2023,Nov,Hyderabad,Respiratory,7547,₹110,"₹830,170"
2023,Nov,Hyderabad,Gastrointestinal,6566,₹95,"₹623,770"
2023,Nov,Hyderabad,Anti-infective,8000,₹80,"₹640,000"
2023,Nov,Hyderabad,Pain Management,4997,₹60,"₹299,820"
2023,Nov,Chennai,Diabetes,8000,₹120,"₹960,000"
2023,Nov,Chennai,Cardiology,1993,₹150,"₹298,950"
2023,Nov,Chennai,Respiratory,5634,₹110,"₹619,740"
2023,Nov,Chennai,Gastrointestinal,4257,₹95,"₹404,415"
2023,Nov,Chennai,Anti-infective,1810,₹80,"₹144,800"
2023,Nov,Chennai,Pain Management,8000,₹60,"₹480,000"
2023,Nov,Kolkata,Diabetes,3725,₹120,"₹447,000"
2023,Nov,Kolkata,Cardiology,7072,₹150,"₹1,060,800"
2023,Nov,Kolkata,Respiratory,2379,₹110,"₹261,690"
2023,Nov,Kolkata,Gastrointestinal,2121,₹95,"₹201,495"
2023,Nov,Kolkata,Anti-infective,5635,₹80,"₹450,800"
2023,Nov,Kolkata,Pain Management,4901,₹60,"₹294,060"
2023,Nov,Pune,Diabetes,7815,₹120,"₹937,800"
2023,Nov,Pune,Cardiology,2183,₹150,"₹327,450"
2023,Nov,Pune,Respiratory,6407,₹110,"₹704,770"
2023,Nov,Pune,Gastrointestinal,2152,₹95,"₹204,440"
2023,Nov,Pune,Anti-infective,2230,₹80,"₹178,400"
2023,Nov,Pune,Pain Management,5796,₹60,"₹347,760"
2023,Nov,Ahmedabad,Diabetes,1804,₹120,"₹216,480"
2023,Nov,Ahmedabad,Cardiology,3951,₹150,"₹592,650"
2023,Nov,Ahmedabad,Respiratory,4975,₹110,"₹547,250"
2023,Nov,Ahmedabad,Gastrointestinal,3051,₹95,"₹289,845"
2023,Nov,Ahmedabad,Anti-infective,8000,₹80,"₹640,000"
2023,Nov,Ahmedabad,Pain Management,2676,₹60,"₹160,560"
2023,Nov,Jaipur,Diabetes,7555,₹120,"₹906,600"
2023,Nov,Jaipur,Cardiology,6565,₹150,"₹984,750"
2023,Nov,Jaipur,Respiratory,7264,₹110,"₹799,040"
2023,Nov,Jaipur,Gastrointestinal,6600,₹95,"₹627,000"
2023,Nov,Jaipur,Anti-infective,4804,₹80,"₹384,320"
2023,Nov,Jaipur,Pain Management,4439,₹60,"₹266,340"
2023,Nov,Lucknow,Diabetes,4403,₹120,"₹528,360"
2023,Nov,Lucknow,Cardiology,4917,₹150,"₹737,550"
2023,Nov,Lucknow,Respiratory,4364,₹110,"₹480,040"
2023,Nov,Lucknow,Gastrointestinal,4349,₹95,"₹413,155"
2023,Nov,Lucknow,Anti-infective,2050,₹80,"₹164,000"
2023,Nov,Lucknow,Pain Management,6740,₹60,"₹404,400"
2023,Nov,Chandigarh,Diabetes,6353,₹120,"₹762,360"
2023,Nov,Chandigarh,Cardiology,5431,₹150,"₹814,650"
2023,Nov,Chandigarh,Respiratory,2376,₹110,"₹261,360"
2023,Nov,Chandigarh,Gastrointestinal,6291,₹95,"₹597,645"
2023,Nov,Chandigarh,Anti-infective,3991,₹80,"₹319,280"
2023,Nov,Chandigarh,Pain Management,2268,₹60,"₹136,080"
2023,Nov,Indore,Diabetes,2623,₹120,"₹314,760"
2023,Nov,Indore,Cardiology,5225,₹150,"₹783,750"
2023,Nov,Indore,Respiratory,4179,₹110,"₹459,690"
2023,Nov,Indore,Gastrointestinal,5164,₹95,"₹490,580"
2023,Nov,Indore,Anti-infective,2252,₹80,"₹180,160"
2023,Nov,Indore,Pain Management,6608,₹60,"₹396,480"
2023,Nov,Surat,Diabetes,2871,₹120,"₹344,520"
2023,Nov,Surat,Cardiology,1500,₹150,"₹225,000"
2023,Nov,Surat,Respiratory,6647,₹110,"₹731,170"
2023,Nov,Surat,Gastrointestinal,1500,₹95,"₹142,500"
2023,Nov,Surat,Anti-infective,3407,₹80,"₹272,560"
2023,Nov,Surat,Pain Management,4572,₹60,"₹274,320"
2023,Nov,Nagpur,Diabetes,5911,₹120,"₹709,320"
2023,Nov,Nagpur,Cardiology,6225,₹150,"₹933,750"
2023,Nov,Nagpur,Respiratory,5020,₹110,"₹552,200"
2023,Nov,Nagpur,Gastrointestinal,4190,₹95,"₹398,050"
2023,Nov,Nagpur,Anti-infective,4933,₹80,"₹394,640"
2023,Nov,Nagpur,Pain Management,3880,₹60,"₹232,800"
2023,Nov,Kochi,Diabetes,2738,₹120,"₹328,560"
2023,Nov,Kochi,Cardiology,2856,₹150,"₹428,400"
2023,Nov,Kochi,Respiratory,4271,₹110,"₹469,810"
2023,Nov,Kochi,Gastrointestinal,3511,₹95,"₹333,545"
2023,Nov,Kochi,Anti-infective,2243,₹80,"₹179,440"
2023,Nov,Kochi,Pain Management,3043,₹60,"₹182,580"
2023,Dec,Mumbai,Diabetes,4602,₹120,"₹552,240"
2023,Dec,Mumbai,Cardiology,8000,₹150,"₹1,200,000"
2023,Dec,Mumbai,Respiratory,8000,₹110,"₹880,000"
2023,Dec,Mumbai,Gastrointestinal,3665,₹95,"₹348,175"
2023,Dec,Mumbai,Anti-infective,2665,₹80,"₹213,200"
2023,Dec,Mumbai,Pain Management,8000,₹60,"₹480,000"
2023,Dec,Delhi,Diabetes,7193,₹120,"₹863,160"
2023,Dec,Delhi,Cardiology,8000,₹150,"₹1,200,000"
2023,Dec,Delhi,Respiratory,8000,₹110,"₹880,000"
2023,Dec,Delhi,Gastrointestinal,2373,₹95,"₹225,435"
2023,Dec,Delhi,Anti-infective,5060,₹80,"₹404,800"
2023,Dec,Delhi,Pain Management,4648,₹60,"₹278,880"
2023,Dec,Bangalore,Diabetes,2658,₹120,"₹318,960"
2023,Dec,Bangalore,Cardiology,3014,₹150,"₹452,100"
2023,Dec,Bangalore,Respiratory,8000,₹110,"₹880,000"
2023,Dec,Bangalore,Gastrointestinal,2300,₹95,"₹218,500"
2023,Dec,Bangalore,Anti-infective,6683,₹80,"₹534,640"
2023,Dec,Bangalore,Pain Management,8000,₹60,"₹480,000"
2023,Dec,Hyderabad,Diabetes,8000,₹120,"₹960,000"
2023,Dec,Hyderabad,Cardiology,8000,₹150,"₹1,200,000"
2023,Dec,Hyderabad,Respiratory,2357,₹110,"₹259,270"
2023,Dec,Hyderabad,Gastrointestinal,4351,₹95,"₹413,345"
2023,Dec,Hyderabad,Anti-infective,8000,₹80,"₹640,000"
2023,Dec,Hyderabad,Pain Management,2312,₹60,"₹138,720"
2023,Dec,Chennai,Diabetes,5696,₹120,"₹683,520"
2023,Dec,Chennai,Cardiology,6052,₹150,"₹907,800"
2023,Dec,Chennai,Respiratory,4061,₹110,"₹446,710"
2023,Dec,Chennai,Gastrointestinal,7034,₹95,"₹668,230"
2023,Dec,Chennai,Anti-infective,3895,₹80,"₹311,600"
2023,Dec,Chennai,Pain Management,8000,₹60,"₹480,000"
2023,Dec,Kolkata,Diabetes,8000,₹120,"₹960,000"
2023,Dec,Kolkata,Cardiology,2224,₹150,"₹333,600"
2023,Dec,Kolkata,Respiratory,3001,₹110,"₹330,110"
2023,Dec,Kolkata,Gastrointestinal,6381,₹95,"₹606,195"
2023,Dec,Kolkata,Anti-infective,4387,₹80,"₹350,960"
2023,Dec,Kolkata,Pain Management,3876,₹60,"₹232,560"
2023,Dec,Pune,Diabetes,8000,₹120,"₹960,000"
2023,Dec,Pune,Cardiology,6716,₹150,"₹1,007,400"
2023,Dec,Pune,Respiratory,4440,₹110,"₹488,400"
2023,Dec,Pune,Gastrointestinal,6728,₹95,"₹639,160"
2023,Dec,Pune,Anti-infective,6909,₹80,"₹552,720"
2023,Dec,Pune,Pain Management,8000,₹60,"₹480,000"
2023,Dec,Ahmedabad,Diabetes,7191,₹120,"₹862,920"
2023,Dec,Ahmedabad,Cardiology,4233,₹150,"₹634,950"
2023,Dec,Ahmedabad,Respiratory,3529,₹110,"₹388,190"
2023,Dec,Ahmedabad,Gastrointestinal,4075,₹95,"₹387,125"
2023,Dec,Ahmedabad,Anti-infective,2742,₹80,"₹219,360"
2023,Dec,Ahmedabad,Pain Management,7087,₹60,"₹425,220"
2023,Dec,Jaipur,Diabetes,5608,₹120,"₹672,960"
2023,Dec,Jaipur,Cardiology,3217,₹150,"₹482,550"
2023,Dec,Jaipur,Respiratory,4750,₹110,"₹522,500"
2023,Dec,Jaipur,Gastrointestinal,3850,₹95,"₹365,750"
2023,Dec,Jaipur,Anti-infective,3648,₹80,"₹291,840"
2023,Dec,Jaipur,Pain Management,1943,₹60,"₹116,580"
2023,Dec,Lucknow,Diabetes,5759,₹120,"₹691,080"
2023,Dec,Lucknow,Cardiology,6031,₹150,"₹904,650"
2023,Dec,Lucknow,Respiratory,7148,₹110,"₹786,280"
2023,Dec,Lucknow,Gastrointestinal,2788,₹95,"₹264,860"
2023,Dec,Lucknow,Anti-infective,6299,₹80,"₹503,920"
2023,Dec,Lucknow,Pain Management,6709,₹60,"₹402,540"
2023,Dec,Chandigarh,Diabetes,4589,₹120,"₹550,680"
2023,Dec,Chandigarh,Cardiology,5556,₹150,"₹833,400"
2023,Dec,Chandigarh,Respiratory,5104,₹110,"₹561,440"
2023,Dec,Chandigarh,Gastrointestinal,1729,₹95,"₹164,255"
2023,Dec,Chandigarh,Anti-infective,3966,₹80,"₹317,280"
2023,Dec,Chandigarh,Pain Management,6214,₹60,"₹372,840"
2023,Dec,Indore,Diabetes,6198,₹120,"₹743,760"
2023,Dec,Indore,Cardiology,4093,₹150,"₹613,950"
2023,Dec,Indore,Respiratory,7029,₹110,"₹773,190"
2023,Dec,Indore,Gastrointestinal,5132,₹95,"₹487,540"
2023,Dec,Indore,Anti-infective,3640,₹80,"₹291,200"
2023,Dec,Indore,Pain Management,6379,₹60,"₹382,740"
2023,Dec,Surat,Diabetes,4242,₹120,"₹509,040"
2023,Dec,Surat,Cardiology,4185,₹150,"₹627,750"
2023,Dec,Surat,Respiratory,2351,₹110,"₹258,610"
2023,Dec,Surat,Gastrointestinal,3417,₹95,"₹324,615"
2023,Dec,Surat,Anti-infective,3959,₹80,"₹316,720"
2023,Dec,Surat,Pain Management,2597,₹60,"₹155,820"
2023,Dec,Nagpur,Diabetes,6469,₹120,"₹776,280"
2023,Dec,Nagpur,Cardiology,4975,₹150,"₹746,250"
2023,Dec,Nagpur,Respiratory,4531,₹110,"₹498,410"
2023,Dec,Nagpur,Gastrointestinal,2926,₹95,"₹277,970"
2023,Dec,Nagpur,Anti-infective,2818,₹80,"₹225,440"
2023,Dec,Nagpur,Pain Management,3338,₹60,"₹200,280"
2023,Dec,Kochi,Diabetes,5909,₹120,"₹709,080"
2023,Dec,Kochi,Cardiology,2172,₹150,"₹325,800"
2023,Dec,Kochi,Respiratory,4287,₹110,"₹471,570"
2023,Dec,Kochi,Gastrointestinal,1597,₹95,"₹151,715"
2023,Dec,Kochi,Anti-infective,4946,₹80,"₹395,680"
2023,Dec,Kochi,Pain Management,3952,₹60,"₹237,120"
2024,Jan,Mumbai,Diabetes,7702,₹120,"₹924,240"
2024,Jan,Mumbai,Cardiology,8000,₹150,"₹1,200,000"
2024,Jan,Mumbai,Respiratory,8000,₹110,"₹880,000"
2024,Jan,Mumbai,Gastrointestinal,4073,₹95,"₹386,935"
2024,Jan,Mumbai,Anti-infective,7339,₹80,"₹587,120"
2024,Jan,Mumbai,Pain Management,5470,₹60,"₹328,200"
2024,Jan,Delhi,Diabetes,5425,₹120,"₹651,000"
2024,Jan,Delhi,Cardiology,4785,₹150,"₹717,750"
2024,Jan,Delhi,Respiratory,6357,₹110,"₹699,270"
2024,Jan,Delhi,Gastrointestinal,8000,₹95,"₹760,000"
2024,Jan,Delhi,Anti-infective,3246,₹80,"₹259,680"
2024,Jan,Delhi,Pain Management,7838,₹60,"₹470,280"
2024,Jan,Bangalore,Diabetes,6100,₹120,"₹732,000"
2024,Jan,Bangalore,Cardiology,3033,₹150,"₹454,950"
2024,Jan,Bangalore,Respiratory,7912,₹110,"₹870,320"
2024,Jan,Bangalore,Gastrointestinal,8000,₹95,"₹760,000"
2024,Jan,Bangalore,Anti-infective,4112,₹80,"₹328,960"
2024,Jan,Bangalore,Pain Management,2583,₹60,"₹154,980"
2024,Jan,Hyderabad,Diabetes,4764,₹120,"₹571,680"
2024,Jan,Hyderabad,Cardiology,5910,₹150,"₹886,500"
2024,Jan,Hyderabad,Respiratory,8000,₹110,"₹880,000"
2024,Jan,Hyderabad,Gastrointestinal,8000,₹95,"₹760,000"
2024,Jan,Hyderabad,Anti-infective,8000,₹80,"₹640,000"
2024,Jan,Hyderabad,Pain Management,2348,₹60,"₹140,880"
2024,Jan,Chennai,Diabetes,2582,₹120,"₹309,840"
2024,Jan,Chennai,Cardiology,3746,₹150,"₹561,900"
2024,Jan,Chennai,Respiratory,8000,₹110,"₹880,000"
2024,Jan,Chennai,Gastrointestinal,7777,₹95,"₹738,815"
2024,Jan,Chennai,Anti-infective,8000,₹80,"₹640,000"
2024,Jan,Chennai,Pain Management,8000,₹60,"₹480,000"
2024,Jan,Kolkata,Diabetes,7147,₹120,"₹857,640"
2024,Jan,Kolkata,Cardiology,3853,₹150,"₹577,950"
2024,Jan,Kolkata,Respiratory,6382,₹110,"₹702,020"
2024,Jan,Kolkata,Gastrointestinal,3776,₹95,"₹358,720"
2024,Jan,Kolkata,Anti-infective,4970,₹80,"₹397,600"
2024,Jan,Kolkata,Pain Management,4684,₹60,"₹281,040"
2024,Jan,Pune,Diabetes,1820,₹120,"₹218,400"
2024,Jan,Pune,Cardiology,3623,₹150,"₹543,450"
2024,Jan,Pune,Respiratory,3422,₹110,"₹376,420"
2024,Jan,Pune,Gastrointestinal,8000,₹95,"₹760,000"
2024,Jan,Pune,Anti-infective,2756,₹80,"₹220,480"
2024,Jan,Pune,Pain Management,8000,₹60,"₹480,000"
2024,Jan,Ahmedabad,Diabetes,8000,₹120,"₹960,000"
2024,Jan,Ahmedabad,Cardiology,5770,₹150,"₹865,500"
2024,Jan,Ahmedabad,Respiratory,3710,₹110,"₹408,100"
2024,Jan,Ahmedabad,Gastrointestinal,7658,₹95,"₹727,510"
2024,Jan,Ahmedabad,Anti-infective,6863,₹80,"₹549,040"
2024,Jan,Ahmedabad,Pain Management,7729,₹60,"₹463,740"
2024,Jan,Jaipur,Diabetes,3200,₹120,"₹384,000"
2024,Jan,Jaipur,Cardiology,4786,₹150,"₹717,900"
2024,Jan,Jaipur,Respiratory,3487,₹110,"₹383,570"
2024,Jan,Jaipur,Gastrointestinal,6070,₹95,"₹576,650"
2024,Jan,Jaipur,Anti-infective,4167,₹80,"₹333,360"
2024,Jan,Jaipur,Pain Management,7915,₹60,"₹474,900"
2024,Jan,Lucknow,Diabetes,3763,₹120,"₹451,560"
2024,Jan,Lucknow,Cardiology,4551,₹150,"₹682,650"
2024,Jan,Lucknow,Respiratory,5242,₹110,"₹576,620"
2024,Jan,Lucknow,Gastrointestinal,5786,₹95,"₹549,670"
2024,Jan,Lucknow,Anti-infective,6715,₹80,"₹537,200"
2024,Jan,Lucknow,Pain Management,4379,₹60,"₹262,740"
2024,Jan,Chandigarh,Diabetes,3832,₹120,"₹459,840"
2024,Jan,Chandigarh,Cardiology,3467,₹150,"₹520,050"
2024,Jan,Chandigarh,Respiratory,4232,₹110,"₹465,520"
2024,Jan,Chandigarh,Gastrointestinal,5426,₹95,"₹515,470"
2024,Jan,Chandigarh,Anti-infective,5305,₹80,"₹424,400"
2024,Jan,Chandigarh,Pain Management,5061,₹60,"₹303,660"
2024,Jan,Indore,Diabetes,2118,₹120,"₹254,160"
2024,Jan,Indore,Cardiology,6812,₹150,"₹1,021,800"
2024,Jan,Indore,Respiratory,4909,₹110,"₹539,990"
2024,Jan,Indore,Gastrointestinal,7107,₹95,"₹675,165"
2024,Jan,Indore,Anti-infective,3786,₹80,"₹302,880"
2024,Jan,Indore,Pain Management,2905,₹60,"₹174,300"
2024,Jan,Surat,Diabetes,4064,₹120,"₹487,680"
2024,Jan,Surat,Cardiology,3640,₹150,"₹546,000"
2024,Jan,Surat,Respiratory,4381,₹110,"₹481,910"
2024,Jan,Surat,Gastrointestinal,1679,₹95,"₹159,505"
2024,Jan,Surat,Anti-infective,5472,₹80,"₹437,760"
2024,Jan,Surat,Pain Management,2967,₹60,"₹178,020"
2024,Jan,Nagpur,Diabetes,6614,₹120,"₹793,680"
2024,Jan,Nagpur,Cardiology,2354,₹150,"₹353,100"
2024,Jan,Nagpur,Respiratory,1500,₹110,"₹165,000"
2024,Jan,Nagpur,Gastrointestinal,3176,₹95,"₹301,720"
2024,Jan,Nagpur,Anti-infective,5269,₹80,"₹421,520"
2024,Jan,Nagpur,Pain Management,5489,₹60,"₹329,340"
2024,Jan,Kochi,Diabetes,5244,₹120,"₹629,280"
2024,Jan,Kochi,Cardiology,6214,₹150,"₹932,100"
2024,Jan,Kochi,Respiratory,4132,₹110,"₹454,520"
2024,Jan,Kochi,Gastrointestinal,3291,₹95,"₹312,645"
2024,Jan,Kochi,Anti-infective,2308,₹80,"₹184,640"
2024,Jan,Kochi,Pain Management,2609,₹60,"₹156,540"
2024,Feb,Mumbai,Diabetes,6588,₹120,"₹790,560"
2024,Feb,Mumbai,Cardiology,5306,₹150,"₹795,900"
2024,Feb,Mumbai,Respiratory,7230,₹110,"₹795,300"
2024,Feb,Mumbai,Gastrointestinal,8000,₹95,"₹760,000"
2024,Feb,Mumbai,Anti-infective,5508,₹80,"₹440,640"
2024,Feb,Mumbai,Pain Management,8000,₹60,"₹480,000"
2024,Feb,Delhi,Diabetes,8000,₹120,"₹960,000"
2024,Feb,Delhi,Cardiology,8000,₹150,"₹1,200,000"
2024,Feb,Delhi,Respiratory,8000,₹110,"₹880,000"
2024,Feb,Delhi,Gastrointestinal,6448,₹95,"₹612,560"
2024,Feb,Delhi,Anti-infective,5455,₹80,"₹436,400"
2024,Feb,Delhi,Pain Management,8000,₹60,"₹480,000"
2024,Feb,Bangalore,Diabetes,7394,₹120,"₹887,280"
2024,Feb,Bangalore,Cardiology,8000,₹150,"₹1,200,000"
2024,Feb,Bangalore,Respiratory,8000,₹110,"₹880,000"
2024,Feb,Bangalore,Gastrointestinal,8000,₹95,"₹760,000"
2024,Feb,Bangalore,Anti-infective,7416,₹80,"₹593,280"
2024,Feb,Bangalore,Pain Management,7089,₹60,"₹425,340"
2024,Feb,Hyderabad,Diabetes,3706,₹120,"₹444,720"
2024,Feb,Hyderabad,Cardiology,8000,₹150,"₹1,200,000"
2024,Feb,Hyderabad,Respiratory,5647,₹110,"₹621,170"
2024,Feb,Hyderabad,Gastrointestinal,3717,₹95,"₹353,115"
2024,Feb,Hyderabad,Anti-infective,3408,₹80,"₹272,640"
2024,Feb,Hyderabad,Pain Management,8000,₹60,"₹480,000"
2024,Feb,Chennai,Diabetes,7363,₹120,"₹883,560"
